method,family,k,dataset,auc_mean,stability_nogueira,bacc,n_feat,runtime_fs,difficulty_tier,dsk_median_auc,relative_auc
elasticnet,Embedded,10,Lung_GSE19804,0.9887,0.4999,0.9541,10.0,,Easy,0.9851,0.0036
elasticnet,Embedded,10,Pancreatic_GSE16515,0.9417,0.3545,0.8565,10.0,,Medium,0.9307,0.011
elasticnet,Embedded,10,Prostate_GSE6919_U95Av2,0.6958,0.2174,0.6359,10.0,,Hard,0.7075,-0.0117
elasticnet,Embedded,10,Renal_GSE53757,0.862,0.1782,0.8485,10.0,,Medium,0.8714,-0.0094
elasticnet,Embedded,15,Bladder_GSE31189,0.6481,0.2036,0.6019,15.0,,Hard,0.6019,0.0462
elasticnet,Embedded,15,Breast_GSE70947,0.9427,0.3926,0.8828,15.0,,Medium,0.9319,0.0108
elasticnet,Embedded,15,Colorectal_GSE44076,1.0,0.7939,0.9948,15.0,,Easy,0.9998,0.0002
elasticnet,Embedded,15,Colorectal_GSE44861,0.86,0.3371,0.8198,15.0,,Medium,0.8924,-0.0324
elasticnet,Embedded,15,Leukemia_GSE63270,1.0,0.8311,0.9983,15.0,,Easy,1.0,0.0
elasticnet,Embedded,15,Liver_GSE14520_U133A,0.9827,0.4312,0.9631,15.0,,Easy,0.982,0.0007
elasticnet,Embedded,15,Liver_GSE76427,0.9645,0.45,0.95,15.0,,Easy,0.9727,-0.0082
elasticnet,Embedded,15,Lung_GSE19804,0.9887,0.4887,0.9489,15.0,,Easy,0.9872,0.0015
elasticnet,Embedded,15,Pancreatic_GSE16515,0.9433,0.3938,0.8518,15.0,,Medium,0.9281,0.0152
elasticnet,Embedded,15,Prostate_GSE6919_U95Av2,0.6897,0.228,0.6355,15.0,,Hard,0.7029,-0.0132
elasticnet,Embedded,15,Renal_GSE53757,0.8586,0.216,0.8484,15.0,,Medium,0.8726,-0.014
elasticnet,Embedded,20,Bladder_GSE31189,0.6484,0.2172,0.609,20.0,,Hard,0.6283,0.0201
elasticnet,Embedded,20,Breast_GSE70947,0.9472,0.4138,0.8892,20.0,,Medium,0.9346,0.0126
elasticnet,Embedded,20,Colorectal_GSE44076,1.0,0.7814,0.9948,20.0,,Easy,0.9998,0.0002
elasticnet,Embedded,20,Colorectal_GSE44861,0.864,0.3461,0.8369,20.0,,Medium,0.896,-0.032
elasticnet,Embedded,20,Leukemia_GSE63270,1.0,0.7786,1.0,20.0,,Easy,1.0,0.0
elasticnet,Embedded,20,Liver_GSE14520_U133A,0.985,0.4722,0.9676,20.0,,Easy,0.9822,0.0028
elasticnet,Embedded,20,Liver_GSE76427,0.9654,0.4633,0.9497,20.0,,Easy,0.968,-0.0026
elasticnet,Embedded,20,Lung_GSE19804,0.9878,0.5178,0.9524,20.0,,Easy,0.9878,0.0
elasticnet,Embedded,20,Pancreatic_GSE16515,0.9338,0.3904,0.8461,20.0,,Medium,0.9281,0.0057
elasticnet,Embedded,20,Prostate_GSE6919_U95Av2,0.6894,0.246,0.6306,20.0,,Hard,0.6908,-0.0014
elasticnet,Embedded,20,Renal_GSE53757,0.8577,0.2506,0.8456,20.0,,Medium,0.8707,-0.013
elasticnet,Embedded,30,Bladder_GSE31189,0.6514,0.2209,0.5912,30.0,,Hard,0.6312,0.0202
elasticnet,Embedded,30,Breast_GSE70947,0.9492,0.4746,0.8898,30.0,,Medium,0.9373,0.0119
elasticnet,Embedded,30,Colorectal_GSE44076,1.0,0.7321,0.9948,30.0,,Easy,0.9999,0.0001
elasticnet,Embedded,30,Colorectal_GSE44861,0.8655,0.3605,0.8369,30.0,,Medium,0.896,-0.0305
elasticnet,Embedded,30,Leukemia_GSE63270,1.0,0.7245,1.0,30.0,,Easy,1.0,0.0
elasticnet,Embedded,30,Liver_GSE14520_U133A,0.9867,0.4937,0.9687,30.0,,Easy,0.9832,0.0035
elasticnet,Embedded,30,Liver_GSE76427,0.969,0.4709,0.9517,30.0,,Easy,0.9685,0.0005
elasticnet,Embedded,30,Lung_GSE19804,0.9899,0.5214,0.9524,30.0,,Easy,0.989,0.0009
elasticnet,Embedded,30,Pancreatic_GSE16515,0.9338,0.374,0.8394,30.0,,Medium,0.9336,0.0002
elasticnet,Embedded,30,Prostate_GSE6919_U95Av2,0.6737,0.2393,0.6197,30.0,,Hard,0.6777,-0.004
elasticnet,Embedded,30,Renal_GSE53757,0.8579,0.279,0.8428,30.0,,Medium,0.8678,-0.0099
elasticnet,Embedded,50,Bladder_GSE31189,0.6716,0.2356,0.5964,50.0,,Hard,0.651,0.0206
elasticnet,Embedded,50,Breast_GSE70947,0.9463,0.5062,0.8905,50.0,,Medium,0.9363,0.01
elasticnet,Embedded,50,Colorectal_GSE44076,1.0,0.6892,0.9948,50.0,,Easy,0.9999,0.0001
elasticnet,Embedded,50,Colorectal_GSE44861,0.8669,0.4103,0.8427,50.0,,Medium,0.8956,-0.0287
elasticnet,Embedded,50,Leukemia_GSE63270,1.0,0.6932,1.0,50.0,,Easy,1.0,0.0
elasticnet,Embedded,50,Liver_GSE14520_U133A,0.9881,0.5388,0.9704,50.0,,Easy,0.9824,0.0057
elasticnet,Embedded,50,Liver_GSE76427,0.9696,0.5011,0.9489,50.0,,Easy,0.9711,-0.0015
elasticnet,Embedded,50,Lung_GSE19804,0.9893,0.5349,0.9559,50.0,,Easy,0.9885,0.0008
elasticnet,Embedded,50,Pancreatic_GSE16515,0.9357,0.3986,0.8423,50.0,,Medium,0.9269,0.0088
elasticnet,Embedded,50,Prostate_GSE6919_U95Av2,0.6722,0.2352,0.6186,50.0,,Hard,0.6722,0.0
elasticnet,Embedded,50,Renal_GSE53757,0.8569,0.2831,0.8215,50.0,,Medium,0.8676,-0.0107
linearsvc_l1,Embedded,3,Bladder_GSE31189,0.5838,0.0888,0.5603,3.0,,Hard,0.5353,0.0485
linearsvc_l1,Embedded,3,Breast_GSE70947,0.8627,0.0888,0.7952,3.0,,Medium,0.9026,-0.0399
linearsvc_l1,Embedded,3,Colorectal_GSE44076,0.9978,0.4689,0.9948,3.0,,Easy,0.9975,0.0003
linearsvc_l1,Embedded,3,Colorectal_GSE44861,0.8454,0.1688,0.8018,3.0,,Medium,0.8898,-0.0444
linearsvc_l1,Embedded,3,Leukemia_GSE63270,0.9992,0.4911,0.9836,3.0,,Easy,0.9965,0.0027
linearsvc_l1,Embedded,3,Liver_GSE14520_U133A,0.9635,0.2643,0.9291,3.0,,Easy,0.9747,-0.0112
linearsvc_l1,Embedded,3,Liver_GSE76427,0.9603,0.2488,0.9004,3.0,,Easy,0.9678,-0.0075
linearsvc_l1,Embedded,3,Lung_GSE19804,0.9698,0.1866,0.908,3.0,,Easy,0.9788,-0.009
linearsvc_l1,Embedded,3,Pancreatic_GSE16515,0.894,0.2055,0.8039,3.0,,Medium,0.8955,-0.0015
linearsvc_l1,Embedded,3,Prostate_GSE6919_U95Av2,0.5983,0.1031,0.5677,3.0,,Hard,0.6976,-0.0993
linearsvc_l1,Embedded,3,Renal_GSE53757,0.8409,0.0555,0.8083,3.0,,Medium,0.8768,-0.0359
linearsvc_l1,Embedded,5,Bladder_GSE31189,0.6195,0.1046,0.5709,5.0,,Hard,0.5564,0.0631
linearsvc_l1,Embedded,5,Breast_GSE70947,0.9023,0.1472,0.8337,5.0,,Medium,0.914,-0.0117
linearsvc_l1,Embedded,5,Colorectal_GSE44076,0.9983,0.4733,0.9958,5.0,,Easy,0.9982,0.0001
linearsvc_l1,Embedded,5,Colorectal_GSE44861,0.8484,0.1925,0.7807,5.0,,Medium,0.8876,-0.0392
linearsvc_l1,Embedded,5,Leukemia_GSE63270,1.0,0.5553,0.9967,5.0,,Easy,0.9988,0.0012
linearsvc_l1,Embedded,5,Liver_GSE14520_U133A,0.9766,0.3679,0.9564,5.0,,Easy,0.9797,-0.0031
linearsvc_l1,Embedded,5,Liver_GSE76427,0.9661,0.3166,0.9197,5.0,,Easy,0.9671,-0.001
linearsvc_l1,Embedded,5,Lung_GSE19804,0.976,0.1953,0.9345,5.0,,Easy,0.9792,-0.0032
linearsvc_l1,Embedded,5,Pancreatic_GSE16515,0.9193,0.2099,0.8011,5.0,,Medium,0.9264,-0.0071
linearsvc_l1,Embedded,5,Prostate_GSE6919_U95Av2,0.6112,0.1283,0.571,5.0,,Hard,0.7076,-0.0964
linearsvc_l1,Embedded,5,Renal_GSE53757,0.8503,0.0893,0.8135,5.0,,Medium,0.8723,-0.022
linearsvc_l1,Embedded,10,Bladder_GSE31189,0.6156,0.1282,0.5909,10.0,,Hard,0.5965,0.0191
linearsvc_l1,Embedded,10,Breast_GSE70947,0.9234,0.1878,0.8505,10.0,,Medium,0.9285,-0.0051
linearsvc_l1,Embedded,10,Colorectal_GSE44076,1.0,0.4872,0.9937,10.0,,Easy,0.9995,0.0005
linearsvc_l1,Embedded,10,Colorectal_GSE44861,0.8604,0.191,0.8218,10.0,,Medium,0.8916,-0.0312
linearsvc_l1,Embedded,10,Leukemia_GSE63270,1.0,0.5229,1.0,10.0,,Easy,1.0,0.0
linearsvc_l1,Embedded,10,Liver_GSE14520_U133A,0.9851,0.4237,0.9632,10.0,,Easy,0.981,0.0041
linearsvc_l1,Embedded,10,Liver_GSE76427,0.9645,0.3219,0.9449,10.0,,Easy,0.9696,-0.0051
linearsvc_l1,Embedded,10,Lung_GSE19804,0.9805,0.2229,0.9483,10.0,,Easy,0.9851,-0.0046
linearsvc_l1,Embedded,10,Pancreatic_GSE16515,0.9531,0.2452,0.848,10.0,,Medium,0.9307,0.0224
linearsvc_l1,Embedded,10,Prostate_GSE6919_U95Av2,0.624,0.1193,0.5878,10.0,,Hard,0.7075,-0.0835
linearsvc_l1,Embedded,10,Renal_GSE53757,0.8434,0.1272,0.8204,10.0,,Medium,0.8714,-0.028
linearsvc_l1,Embedded,15,Bladder_GSE31189,0.6261,0.1413,0.5887,15.0,,Hard,0.6019,0.0242
linearsvc_l1,Embedded,15,Breast_GSE70947,0.9314,0.2357,0.869,15.0,,Medium,0.9319,-0.0005
linearsvc_l1,Embedded,15,Colorectal_GSE44076,1.0,0.4478,0.9958,15.0,,Easy,0.9998,0.0002
linearsvc_l1,Embedded,15,Colorectal_GSE44861,0.8636,0.2117,0.8202,15.0,,Medium,0.8924,-0.0288
linearsvc_l1,Embedded,15,Leukemia_GSE63270,1.0,0.5108,1.0,15.0,,Easy,1.0,0.0
linearsvc_l1,Embedded,15,Liver_GSE14520_U133A,0.9857,0.4307,0.9654,15.0,,Easy,0.982,0.0037
linearsvc_l1,Embedded,15,Liver_GSE76427,0.9644,0.3531,0.9477,15.0,,Easy,0.9727,-0.0083
linearsvc_l1,Embedded,15,Lung_GSE19804,0.9828,0.236,0.947,15.0,,Easy,0.9872,-0.0044
linearsvc_l1,Embedded,15,Pancreatic_GSE16515,0.9419,0.258,0.8508,15.0,,Medium,0.9281,0.0138
linearsvc_l1,Embedded,15,Prostate_GSE6919_U95Av2,0.65,0.1554,0.6042,15.0,,Hard,0.7029,-0.0529
linearsvc_l1,Embedded,15,Renal_GSE53757,0.8523,0.1647,0.8259,15.0,,Medium,0.8726,-0.0203
linearsvc_l1,Embedded,20,Bladder_GSE31189,0.6557,0.1627,0.5991,20.0,,Hard,0.6283,0.0274
linearsvc_l1,Embedded,20,Breast_GSE70947,0.9349,0.2621,0.8746,20.0,,Medium,0.9346,0.0003
linearsvc_l1,Embedded,20,Colorectal_GSE44076,1.0,0.4556,0.9979,20.0,,Easy,0.9998,0.0002
linearsvc_l1,Embedded,20,Colorectal_GSE44861,0.8651,0.2268,0.8334,20.0,,Medium,0.896,-0.0309
linearsvc_l1,Embedded,20,Leukemia_GSE63270,1.0,0.4983,1.0,20.0,,Easy,1.0,0.0
linearsvc_l1,Embedded,20,Liver_GSE14520_U133A,0.9868,0.426,0.9654,20.0,,Easy,0.9822,0.0046
linearsvc_l1,Embedded,20,Liver_GSE76427,0.9656,0.3482,0.9509,20.0,,Easy,0.968,-0.0024
linearsvc_l1,Embedded,20,Lung_GSE19804,0.9822,0.2496,0.9506,20.0,,Easy,0.9878,-0.0056
linearsvc_l1,Embedded,20,Pancreatic_GSE16515,0.9436,0.2471,0.855,20.0,,Medium,0.9281,0.0155
linearsvc_l1,Embedded,20,Prostate_GSE6919_U95Av2,0.6615,0.165,0.6215,20.0,,Hard,0.6908,-0.0293
linearsvc_l1,Embedded,20,Renal_GSE53757,0.8471,0.1879,0.8174,20.0,,Medium,0.8707,-0.0236
linearsvc_l1,Embedded,30,Bladder_GSE31189,0.6552,0.1754,0.6099,30.0,,Hard,0.6312,0.024
linearsvc_l1,Embedded,30,Breast_GSE70947,0.943,0.3013,0.8871,30.0,,Medium,0.9373,0.0057
linearsvc_l1,Embedded,30,Colorectal_GSE44076,1.0,0.4466,0.9968,30.0,,Easy,0.9999,0.0001
linearsvc_l1,Embedded,30,Colorectal_GSE44861,0.8651,0.2277,0.8371,30.0,,Medium,0.896,-0.0309
linearsvc_l1,Embedded,30,Leukemia_GSE63270,1.0,0.4689,1.0,30.0,,Easy,1.0,0.0
linearsvc_l1,Embedded,30,Liver_GSE14520_U133A,0.9866,0.4,0.9671,30.0,,Easy,0.9832,0.0034
linearsvc_l1,Embedded,30,Liver_GSE76427,0.9696,0.3735,0.9497,30.0,,Easy,0.9685,0.0011
linearsvc_l1,Embedded,30,Lung_GSE19804,0.9843,0.272,0.9489,30.0,,Easy,0.989,-0.0047
linearsvc_l1,Embedded,30,Pancreatic_GSE16515,0.9472,0.206,0.8578,30.0,,Medium,0.9336,0.0136
linearsvc_l1,Embedded,30,Prostate_GSE6919_U95Av2,0.664,0.1734,0.6249,30.0,,Hard,0.6777,-0.0137
linearsvc_l1,Embedded,30,Renal_GSE53757,0.844,0.1785,0.8189,30.0,,Medium,0.8678,-0.0238
linearsvc_l1,Embedded,50,Bladder_GSE31189,0.6868,0.2076,0.6344,50.0,,Hard,0.651,0.0358
linearsvc_l1,Embedded,50,Breast_GSE70947,0.9456,0.3142,0.8857,50.0,,Medium,0.9363,0.0093
linearsvc_l1,Embedded,50,Colorectal_GSE44076,0.9999,0.5419,0.9958,50.0,,Easy,0.9999,0.0
linearsvc_l1,Embedded,50,Colorectal_GSE44861,0.8727,0.2878,0.8389,50.0,,Medium,0.8956,-0.0229
linearsvc_l1,Embedded,50,Leukemia_GSE63270,1.0,0.602,1.0,50.0,,Easy,1.0,0.0
linearsvc_l1,Embedded,50,Liver_GSE14520_U133A,0.9872,0.3864,0.9698,50.0,,Easy,0.9824,0.0048
linearsvc_l1,Embedded,50,Liver_GSE76427,0.9696,0.4697,0.9509,50.0,,Easy,0.9711,-0.0015
linearsvc_l1,Embedded,50,Lung_GSE19804,0.9871,0.3634,0.9489,50.0,,Easy,0.9885,-0.0014
linearsvc_l1,Embedded,50,Pancreatic_GSE16515,0.9433,0.3438,0.8588,50.0,,Medium,0.9269,0.0164
linearsvc_l1,Embedded,50,Prostate_GSE6919_U95Av2,0.665,0.1758,0.6129,50.0,,Hard,0.6722,-0.0072
linearsvc_l1,Embedded,50,Renal_GSE53757,0.8457,0.187,0.8104,50.0,,Medium,0.8676,-0.0219
boruta,Wrapper,3,Bladder_GSE31189,0.5161,0.0577,0.5168,3.0,,Hard,0.5353,-0.0192
boruta,Wrapper,3,Breast_GSE70947,0.917,0.3133,0.8488,3.0,,Medium,0.9026,0.0144
boruta,Wrapper,3,Colorectal_GSE44076,0.9991,0.1844,0.9876,3.0,,Easy,0.9975,0.0016
boruta,Wrapper,3,Colorectal_GSE44861,0.8898,0.2399,0.844,3.0,,Medium,0.8898,0.0
boruta,Wrapper,3,Leukemia_GSE63270,1.0,0.2033,0.9817,3.0,,Easy,0.9965,0.0035
boruta,Wrapper,3,Liver_GSE14520_U133A,0.9797,0.2421,0.9586,3.0,,Easy,0.9747,0.005
boruta,Wrapper,3,Liver_GSE76427,0.9727,0.23,0.9511,3.0,,Easy,0.9678,0.0049
boruta,Wrapper,3,Lung_GSE19804,0.9827,0.1588,0.947,3.0,,Easy,0.9788,0.0039
boruta,Wrapper,3,Pancreatic_GSE16515,0.911,0.1366,0.8737,3.0,,Medium,0.8955,0.0155
boruta,Wrapper,3,Prostate_GSE6919_U95Av2,0.6976,0.0576,0.6437,3.0,,Hard,0.6976,0.0
boruta,Wrapper,3,Renal_GSE53757,0.8768,0.0788,0.847,3.0,,Medium,0.8768,0.0
boruta,Wrapper,5,Bladder_GSE31189,0.527,0.0706,0.5115,5.0,,Hard,0.5564,-0.0294
boruta,Wrapper,5,Breast_GSE70947,0.9239,0.3012,0.8523,5.0,,Medium,0.914,0.0099
boruta,Wrapper,5,Colorectal_GSE44076,0.9996,0.2246,0.9896,5.0,,Easy,0.9982,0.0014
boruta,Wrapper,5,Colorectal_GSE44861,0.8975,0.2438,0.8474,5.0,,Medium,0.8876,0.0099
boruta,Wrapper,5,Leukemia_GSE63270,1.0,0.2359,0.9892,5.0,,Easy,0.9988,0.0012
boruta,Wrapper,5,Liver_GSE14520_U133A,0.9798,0.3092,0.9626,5.0,,Easy,0.9797,0.0001
boruta,Wrapper,5,Liver_GSE76427,0.9736,0.3113,0.954,5.0,,Easy,0.9671,0.0065
boruta,Wrapper,5,Lung_GSE19804,0.9866,0.1919,0.9542,5.0,,Easy,0.9792,0.0074
boruta,Wrapper,5,Pancreatic_GSE16515,0.925,0.1413,0.8594,5.0,,Medium,0.9264,-0.0014
boruta,Wrapper,5,Prostate_GSE6919_U95Av2,0.6797,0.091,0.646,5.0,,Hard,0.7076,-0.0279
boruta,Wrapper,5,Renal_GSE53757,0.8795,0.0906,0.8496,5.0,,Medium,0.8723,0.0072
boruta,Wrapper,10,Bladder_GSE31189,0.5703,0.1362,0.5541,10.0,,Hard,0.5965,-0.0262
boruta,Wrapper,10,Breast_GSE70947,0.9299,0.3435,0.8556,10.0,,Medium,0.9285,0.0014
boruta,Wrapper,10,Colorectal_GSE44076,0.9998,0.2839,0.9885,10.0,,Easy,0.9995,0.0003
boruta,Wrapper,10,Colorectal_GSE44861,0.8964,0.285,0.8534,10.0,,Medium,0.8916,0.0048
boruta,Wrapper,10,Leukemia_GSE63270,1.0,0.3716,0.9967,10.0,,Easy,1.0,0.0
boruta,Wrapper,10,Liver_GSE14520_U133A,0.9815,0.4331,0.9654,10.0,,Easy,0.981,0.0005
boruta,Wrapper,10,Liver_GSE76427,0.9696,0.3749,0.9517,10.0,,Easy,0.9696,0.0
boruta,Wrapper,10,Lung_GSE19804,0.9881,0.2859,0.9556,10.0,,Easy,0.9851,0.003
boruta,Wrapper,10,Pancreatic_GSE16515,0.9212,0.1522,0.8556,10.0,,Medium,0.9307,-0.0095
boruta,Wrapper,10,Prostate_GSE6919_U95Av2,0.6875,0.151,0.6463,10.0,,Hard,0.7075,-0.02
boruta,Wrapper,10,Renal_GSE53757,0.8648,0.1305,0.8468,10.0,,Medium,0.8714,-0.0066
boruta,Wrapper,15,Bladder_GSE31189,0.5939,0.1711,0.5594,15.0,,Hard,0.6019,-0.008
boruta,Wrapper,15,Breast_GSE70947,0.9319,0.37,0.8627,15.0,,Medium,0.9319,0.0
boruta,Wrapper,15,Colorectal_GSE44076,0.9999,0.326,0.9906,15.0,,Easy,0.9998,0.0001
boruta,Wrapper,15,Colorectal_GSE44861,0.8967,0.3164,0.8532,15.0,,Medium,0.8924,0.0043
boruta,Wrapper,15,Leukemia_GSE63270,1.0,0.4699,0.9967,15.0,,Easy,1.0,0.0
boruta,Wrapper,15,Liver_GSE14520_U133A,0.982,0.4708,0.9626,15.0,,Easy,0.982,0.0
boruta,Wrapper,15,Liver_GSE76427,0.973,0.4183,0.9566,15.0,,Easy,0.9727,0.0003
boruta,Wrapper,15,Lung_GSE19804,0.9872,0.3283,0.9576,15.0,,Easy,0.9872,0.0
boruta,Wrapper,15,Pancreatic_GSE16515,0.9155,0.178,0.8461,15.0,,Medium,0.9281,-0.0126
boruta,Wrapper,15,Prostate_GSE6919_U95Av2,0.675,0.1924,0.6301,15.0,,Hard,0.7029,-0.0279
boruta,Wrapper,15,Renal_GSE53757,0.8726,0.1667,0.8453,15.0,,Medium,0.8726,0.0
boruta,Wrapper,20,Bladder_GSE31189,0.6283,0.1802,0.5672,20.0,,Hard,0.6283,0.0
boruta,Wrapper,20,Breast_GSE70947,0.9334,0.3925,0.8641,20.0,,Medium,0.9346,-0.0012
boruta,Wrapper,20,Colorectal_GSE44076,0.9997,0.3569,0.9906,20.0,,Easy,0.9998,-0.0001
boruta,Wrapper,20,Colorectal_GSE44861,0.8971,0.3551,0.8609,20.0,,Medium,0.896,0.0011
boruta,Wrapper,20,Leukemia_GSE63270,1.0,0.5175,0.9983,20.0,,Easy,1.0,0.0
boruta,Wrapper,20,Liver_GSE14520_U133A,0.9832,0.4884,0.9598,20.0,,Easy,0.9822,0.001
boruta,Wrapper,20,Liver_GSE76427,0.971,0.4494,0.9526,20.0,,Easy,0.968,0.003
boruta,Wrapper,20,Lung_GSE19804,0.9878,0.3838,0.9595,20.0,,Easy,0.9878,0.0
boruta,Wrapper,20,Pancreatic_GSE16515,0.9114,0.1955,0.8432,20.0,,Medium,0.9281,-0.0167
boruta,Wrapper,20,Prostate_GSE6919_U95Av2,0.68,0.2276,0.6387,20.0,,Hard,0.6908,-0.0108
boruta,Wrapper,20,Renal_GSE53757,0.8654,0.2022,0.8423,20.0,,Medium,0.8707,-0.0053
boruta,Wrapper,30,Bladder_GSE31189,0.6375,0.1737,0.5749,30.0,,Hard,0.6312,0.0063
boruta,Wrapper,30,Breast_GSE70947,0.933,0.4217,0.8675,30.0,,Medium,0.9373,-0.0043
boruta,Wrapper,30,Colorectal_GSE44076,0.9999,0.4031,0.9927,30.0,,Easy,0.9999,0.0
boruta,Wrapper,30,Colorectal_GSE44861,0.9073,0.4211,0.8545,30.0,,Medium,0.896,0.0113
boruta,Wrapper,30,Leukemia_GSE63270,1.0,0.5739,0.9967,30.0,,Easy,1.0,0.0
boruta,Wrapper,30,Liver_GSE14520_U133A,0.9825,0.5449,0.9609,30.0,,Easy,0.9832,-0.0007
boruta,Wrapper,30,Liver_GSE76427,0.9741,0.5206,0.9429,30.0,,Easy,0.9685,0.0056
boruta,Wrapper,30,Lung_GSE19804,0.9872,0.4279,0.9594,30.0,,Easy,0.989,-0.0018
boruta,Wrapper,30,Pancreatic_GSE16515,0.9095,0.2284,0.8353,30.0,,Medium,0.9336,-0.0241
boruta,Wrapper,30,Prostate_GSE6919_U95Av2,0.6713,0.2671,0.6376,30.0,,Hard,0.6777,-0.0064
boruta,Wrapper,30,Renal_GSE53757,0.8593,0.2585,0.824,30.0,,Medium,0.8678,-0.0085
boruta,Wrapper,50,Bladder_GSE31189,0.651,0.154,0.5907,50.0,,Hard,0.651,0.0
boruta,Wrapper,50,Breast_GSE70947,0.9363,0.4756,0.871,50.0,,Medium,0.9363,0.0
boruta,Wrapper,50,Colorectal_GSE44076,0.9999,0.4615,0.9937,50.0,,Easy,0.9999,0.0
boruta,Wrapper,50,Colorectal_GSE44861,0.9135,0.5102,0.8645,50.0,,Medium,0.8956,0.0179
boruta,Wrapper,50,Leukemia_GSE63270,1.0,0.5757,0.9983,50.0,,Easy,1.0,0.0
boruta,Wrapper,50,Liver_GSE14520_U133A,0.9821,0.6093,0.962,50.0,,Easy,0.9824,-0.0003
boruta,Wrapper,50,Liver_GSE76427,0.9776,0.5838,0.9477,50.0,,Easy,0.9711,0.0065
boruta,Wrapper,50,Lung_GSE19804,0.9863,0.4883,0.9577,50.0,,Easy,0.9885,-0.0022
boruta,Wrapper,50,Pancreatic_GSE16515,0.9171,0.2835,0.8556,50.0,,Medium,0.9269,-0.0098
boruta,Wrapper,50,Prostate_GSE6919_U95Av2,0.6426,0.2789,0.6119,50.0,,Hard,0.6722,-0.0296
boruta,Wrapper,50,Renal_GSE53757,0.8582,0.3326,0.8173,50.0,,Medium,0.8676,-0.0094
extratrees,Wrapper,3,Bladder_GSE31189,0.4834,0.0188,0.4916,3.0,,Hard,0.5353,-0.0519
extratrees,Wrapper,3,Breast_GSE70947,0.9186,0.0499,0.8466,3.0,,Medium,0.9026,0.016
extratrees,Wrapper,3,Colorectal_GSE44076,0.9993,0.0499,0.9886,3.0,,Easy,0.9975,0.0018
extratrees,Wrapper,3,Colorectal_GSE44861,0.9029,0.091,0.8354,3.0,,Medium,0.8898,0.0131
extratrees,Wrapper,3,Leukemia_GSE63270,0.9992,0.14,0.9753,3.0,,Easy,0.9965,0.0027
extratrees,Wrapper,3,Liver_GSE14520_U133A,0.9809,0.2966,0.9599,3.0,,Easy,0.9747,0.0062
extratrees,Wrapper,3,Liver_GSE76427,0.9687,0.1922,0.9483,3.0,,Easy,0.9678,0.0009
extratrees,Wrapper,3,Lung_GSE19804,0.9788,0.0544,0.947,3.0,,Easy,0.9788,0.0
extratrees,Wrapper,3,Pancreatic_GSE16515,0.8781,0.0577,0.8338,3.0,,Medium,0.8955,-0.0174
extratrees,Wrapper,3,Prostate_GSE6919_U95Av2,0.7351,0.0175,0.6704,3.0,,Hard,0.6976,0.0375
extratrees,Wrapper,3,Renal_GSE53757,0.8594,0.0299,0.8538,3.0,,Medium,0.8768,-0.0174
extratrees,Wrapper,5,Bladder_GSE31189,0.5166,0.0206,0.5109,5.0,,Hard,0.5564,-0.0398
extratrees,Wrapper,5,Breast_GSE70947,0.9239,0.0512,0.8506,5.0,,Medium,0.914,0.0099
extratrees,Wrapper,5,Colorectal_GSE44076,0.9993,0.0466,0.9886,5.0,,Easy,0.9982,0.0011
extratrees,Wrapper,5,Colorectal_GSE44861,0.9018,0.1385,0.8473,5.0,,Medium,0.8876,0.0142
extratrees,Wrapper,5,Leukemia_GSE63270,0.9985,0.1533,0.995,5.0,,Easy,0.9988,-0.0003
extratrees,Wrapper,5,Liver_GSE14520_U133A,0.9809,0.2792,0.966,5.0,,Easy,0.9797,0.0012
extratrees,Wrapper,5,Liver_GSE76427,0.967,0.2479,0.954,5.0,,Easy,0.9671,-0.0001
extratrees,Wrapper,5,Lung_GSE19804,0.979,0.0712,0.9365,5.0,,Easy,0.9792,-0.0002
extratrees,Wrapper,5,Pancreatic_GSE16515,0.916,0.0519,0.8487,5.0,,Medium,0.9264,-0.0104
extratrees,Wrapper,5,Prostate_GSE6919_U95Av2,0.7251,0.0303,0.6658,5.0,,Hard,0.7076,0.0175
extratrees,Wrapper,5,Renal_GSE53757,0.8705,0.0419,0.8551,5.0,,Medium,0.8723,-0.0018
extratrees,Wrapper,10,Bladder_GSE31189,0.5668,0.0355,0.555,10.0,,Hard,0.5965,-0.0297
extratrees,Wrapper,10,Breast_GSE70947,0.9266,0.0631,0.8583,10.0,,Medium,0.9285,-0.0019
extratrees,Wrapper,10,Colorectal_GSE44076,0.9996,0.0781,0.9896,10.0,,Easy,0.9995,0.0001
extratrees,Wrapper,10,Colorectal_GSE44861,0.9095,0.1506,0.8638,10.0,,Medium,0.8916,0.0179
extratrees,Wrapper,10,Leukemia_GSE63270,1.0,0.1295,0.9942,10.0,,Easy,1.0,0.0
extratrees,Wrapper,10,Liver_GSE14520_U133A,0.9805,0.19,0.9654,10.0,,Easy,0.981,-0.0005
extratrees,Wrapper,10,Liver_GSE76427,0.9744,0.2415,0.9549,10.0,,Easy,0.9696,0.0048
extratrees,Wrapper,10,Lung_GSE19804,0.9798,0.0768,0.9453,10.0,,Easy,0.9851,-0.0053
extratrees,Wrapper,10,Pancreatic_GSE16515,0.9217,0.0558,0.8392,10.0,,Medium,0.9307,-0.009
extratrees,Wrapper,10,Prostate_GSE6919_U95Av2,0.7222,0.0432,0.6669,10.0,,Hard,0.7075,0.0147
extratrees,Wrapper,10,Renal_GSE53757,0.8725,0.0545,0.8483,10.0,,Medium,0.8714,0.0011
